,Mercado,Grupo alimenticio,Precio en pesos argentinos,Precio en dólares,Fecha,Precio dolar hoy,Precio dolar real,Precio dolar supuesto
302,Rosario,Maize (yellow),0.88,0.006,2013-09-15,5.5783,0.1578,146.6667
305,Rosario,Maize (yellow),0.93,0.0064,2013-10-15,5.8386,0.1593,145.3125
303,Buenos Aires,Wheat,3.24,0.0223,2013-10-15,5.8386,0.5549,145.2915
304,Buenos Aires,Wheat flour,5.12,0.0352,2013-10-15,5.8386,0.8769,145.4545
306,Buenos Aires,Wheat,1.74,0.012,2013-11-15,5.9948,0.2903,145.0
307,Buenos Aires,Wheat flour,6.5,0.0447,2013-11-15,5.9948,1.0843,145.4139
308,Rosario,Maize (yellow),1.06,0.0073,2013-11-15,5.9948,0.1768,145.2055
309,Buenos Aires,Wheat,1.47,0.0101,2013-12-15,5.9948,0.2452,145.5446
310,Buenos Aires,Wheat flour,6.5,0.0447,2013-12-15,5.9948,1.0843,145.4139
311,Buenos Aires,Wheat,1.65,0.0114,2014-01-15,6.708,0.246,144.7368
312,Buenos Aires,Wheat flour,6.34,0.0436,2014-01-15,6.708,0.9451,145.4128
313,Rosario,Maize (yellow),1.08,0.0074,2014-01-15,6.708,0.161,145.9459
316,Rosario,Maize (yellow),1.22,0.0084,2014-02-15,6.708,0.1819,145.2381
314,Buenos Aires,Wheat,1.84,0.0126,2014-02-15,6.708,0.2743,146.0317
315,Buenos Aires,Wheat flour,4.85,0.0334,2014-02-15,6.708,0.723,145.2096
318,Buenos Aires,Wheat flour,4.52,0.0311,2014-03-15,6.708,0.6738,145.3376
319,Rosario,Maize (yellow),1.3,0.009,2014-03-15,6.708,0.1938,144.4444
317,Buenos Aires,Wheat,1.9,0.013,2014-03-15,6.708,0.2832,146.1538
322,Rosario,Maize (yellow),1.38,0.0095,2014-04-15,8.0008,0.1725,145.2632
320,Buenos Aires,Wheat,1.92,0.0132,2014-04-15,8.0008,0.24,145.4545
321,Buenos Aires,Wheat flour,4.5,0.0309,2014-04-15,8.0008,0.5624,145.6311
323,Buenos Aires,Wheat,2.0,0.0138,2014-05-15,8.0575,0.2482,144.9275
324,Buenos Aires,Wheat flour,4.5,0.0309,2014-05-15,8.0575,0.5585,145.6311
325,Rosario,Maize (yellow),1.32,0.009,2014-05-15,8.0575,0.1638,146.6667
326,Buenos Aires,Wheat,1.99,0.0137,2014-06-15,8.0575,0.247,145.2555
327,Buenos Aires,Wheat flour,4.5,0.0309,2014-06-15,8.0575,0.5585,145.6311
328,Rosario,Maize (yellow),1.25,0.0086,2014-06-15,8.0575,0.1551,145.3488
329,Buenos Aires,Wheat,1.76,0.0121,2014-07-15,8.148,0.216,145.4545
330,Buenos Aires,Wheat flour,4.5,0.0309,2014-07-15,8.148,0.5523,145.6311
331,Rosario,Maize (yellow),1.13,0.0078,2014-07-15,8.148,0.1387,144.8718
332,Buenos Aires,Wheat,1.49,0.0103,2014-08-15,8.2753,0.1801,144.6602
333,Buenos Aires,Wheat flour,4.23,0.0291,2014-08-15,8.2753,0.5112,145.3608
334,Rosario,Maize (yellow),1.03,0.0071,2014-08-15,8.2753,0.1245,145.0704
336,Buenos Aires,Wheat flour,3.4,0.0234,2014-09-15,8.4017,0.4047,145.2991
337,Rosario,Maize (yellow),0.93,0.0064,2014-09-15,8.4017,0.1107,145.3125
335,Buenos Aires,Wheat,1.42,0.0098,2014-09-15,8.4017,0.169,144.898
338,Buenos Aires,Wheat,1.28,0.0088,2014-10-15,8.4735,0.1511,145.4545
339,Buenos Aires,Wheat flour,3.4,0.0234,2014-10-15,8.4735,0.4013,145.2991
340,Rosario,Maize (yellow),0.96,0.0066,2014-10-15,8.4735,0.1133,145.4545
341,Buenos Aires,Wheat,1.21,0.0083,2014-11-15,8.4735,0.1428,145.7831
342,Buenos Aires,Wheat flour,3.4,0.0234,2014-11-15,8.4735,0.4013,145.2991
343,Rosario,Maize (yellow),1.04,0.0072,2014-11-15,8.4735,0.1227,144.4444
344,Buenos Aires,Wheat,1.11,0.0076,2014-12-15,8.5505,0.1298,146.0526
345,Buenos Aires,Wheat flour,3.0,0.0206,2014-12-15,8.5505,0.3509,145.6311
346,Buenos Aires,Wheat,1.12,0.0077,2015-01-15,8.596,0.1303,145.4545
347,Buenos Aires,Wheat flour,2.8,0.0193,2015-01-15,8.596,0.3257,145.0777
348,Rosario,Maize (yellow),0.98,0.0067,2015-01-15,8.596,0.114,146.2687
349,Buenos Aires,Wheat,1.07,0.0074,2015-02-15,8.596,0.1245,144.5946
350,Buenos Aires,Wheat flour,2.8,0.0193,2015-02-15,8.596,0.3257,145.0777
351,Rosario,Maize (yellow),0.97,0.0067,2015-02-15,8.596,0.1128,144.7761
354,Rosario,Maize (yellow),0.97,0.0067,2015-03-15,8.596,0.1128,144.7761
353,Buenos Aires,Wheat flour,2.8,0.0193,2015-03-15,8.596,0.3257,145.0777
352,Buenos Aires,Wheat,0.94,0.0064,2015-03-15,8.596,0.1094,146.875
355,Buenos Aires,Wheat,1.12,0.0077,2015-04-15,8.8683,0.1263,145.4545
356,Buenos Aires,Wheat flour,2.8,0.0193,2015-04-15,8.8683,0.3157,145.0777
357,Rosario,Maize (yellow),1.02,0.007,2015-04-15,8.8683,0.115,145.7143
358,Buenos Aires,Wheat,1.12,0.0077,2015-05-15,8.9536,0.1251,145.4545
359,Buenos Aires,Wheat flour,2.8,0.0193,2015-05-15,8.9536,0.3127,145.0777
360,Rosario,Maize (yellow),0.99,0.0068,2015-05-15,8.9536,0.1106,145.5882
361,Buenos Aires,Wheat,0.99,0.0068,2015-06-15,9.037,0.1095,145.5882
362,Buenos Aires,Wheat flour,2.8,0.0193,2015-06-15,9.037,0.3098,145.0777
363,Rosario,Maize (yellow),0.93,0.0064,2015-06-15,9.037,0.1029,145.3125
366,Rosario,Maize (yellow),0.93,0.0064,2015-07-15,9.1305,0.1019,145.3125
364,Buenos Aires,Wheat,1.12,0.0077,2015-07-15,9.1305,0.1227,145.4545
365,Buenos Aires,Wheat flour,2.8,0.0193,2015-07-15,9.1305,0.3067,145.0777
369,Rosario,Maize (yellow),0.91,0.0062,2015-08-15,9.1305,0.0997,146.7742
367,Buenos Aires,Wheat,1.17,0.008,2015-08-15,9.1305,0.1281,146.25
368,Buenos Aires,Wheat flour,2.8,0.0193,2015-08-15,9.1305,0.3067,145.0777
370,Buenos Aires,Wheat,1.22,0.0084,2015-09-15,9.3716,0.1302,145.2381
371,Buenos Aires,Wheat flour,3.05,0.021,2015-09-15,9.3716,0.3255,145.2381
372,Rosario,Maize (yellow),0.94,0.0065,2015-09-15,9.3716,0.1003,144.6154
373,Buenos Aires,Wheat,1.29,0.0089,2015-10-15,9.4852,0.136,144.9438
374,Buenos Aires,Wheat flour,3.13,0.0215,2015-10-15,9.4852,0.33,145.5814
375,Rosario,Maize (yellow),1.13,0.0078,2015-10-15,9.4852,0.1191,144.8718
377,Buenos Aires,Wheat flour,3.49,0.024,2015-11-15,9.4852,0.3679,145.4167
376,Buenos Aires,Wheat,1.5,0.0103,2015-11-15,9.4852,0.1581,145.6311
378,Rosario,Maize (yellow),1.26,0.0087,2015-11-15,9.4852,0.1328,144.8276
380,Buenos Aires,Wheat flour,3.6,0.0248,2015-12-15,9.7816,0.368,145.1613
379,Buenos Aires,Wheat,1.71,0.0117,2015-12-15,9.7816,0.1748,146.1538
382,Buenos Aires,Wheat flour,3.6,0.0248,2016-01-15,13.4221,0.2682,145.1613
383,Rosario,Maize (yellow),1.97,0.0135,2016-01-15,13.4221,0.1468,145.9259
381,Buenos Aires,Wheat,1.93,0.0132,2016-01-15,13.4221,0.1438,146.2121
386,Rosario,Maize (yellow),2.25,0.0155,2016-02-15,14.8089,0.1519,145.1613
385,Buenos Aires,Wheat flour,3.6,0.0248,2016-02-15,14.8089,0.2431,145.1613
384,Buenos Aires,Wheat,2.03,0.014,2016-02-15,14.8089,0.1371,145.0
387,Buenos Aires,Wheat,2.16,0.0148,2016-03-15,14.5225,0.1487,145.9459
388,Buenos Aires,Wheat flour,3.6,0.0248,2016-03-15,14.5225,0.2479,145.1613
389,Rosario,Maize (yellow),2.21,0.0152,2016-03-15,14.5225,0.1522,145.3947
398,Greater Buenos Aires,Sugar,12.05,0.0829,2016-04-15,14.0375,0.8584,145.3559
397,Greater Buenos Aires,Milk,14.37,0.0988,2016-04-15,14.0375,1.0237,145.4453
396,Greater Buenos Aires,Meat (beef),60.68,0.4173,2016-04-15,14.0375,4.3227,145.411
395,Greater Buenos Aires,Wheat flour,8.23,0.0566,2016-04-15,14.0375,0.5863,145.4064
399,Rosario,Maize (yellow),2.4,0.0165,2016-04-15,14.0375,0.171,145.4545
393,Greater Buenos Aires,Potatoes,9.26,0.0637,2016-04-15,14.0375,0.6597,145.3689
392,Greater Buenos Aires,Bread,29.85,0.2053,2016-04-15,14.0375,2.1264,145.397
391,Buenos Aires,Wheat flour,3.91,0.0269,2016-04-15,14.0375,0.2785,145.3532
390,Buenos Aires,Wheat,2.27,0.0156,2016-04-15,14.0375,0.1617,145.5128
394,Greater Buenos Aires,Rice (white),16.21,0.1115,2016-04-15,14.0375,1.1548,145.3812
408,Rosario,Maize (yellow),2.56,0.0176,2016-05-15,14.0375,0.1824,145.4545
407,Greater Buenos Aires,Sugar,12.3,0.0846,2016-05-15,14.0375,0.8762,145.3901
406,Greater Buenos Aires,Milk,15.65,0.1076,2016-05-15,14.0375,1.1149,145.4461
405,Greater Buenos Aires,Wheat flour,8.67,0.0596,2016-05-15,14.0375,0.6176,145.4698
403,Greater Buenos Aires,Potatoes,9.44,0.0649,2016-05-15,14.0375,0.6725,145.4545
402,Greater Buenos Aires,Bread,30.85,0.2121,2016-05-15,14.0375,2.1977,145.4503
401,Buenos Aires,Wheat flour,4.2,0.0289,2016-05-15,14.0375,0.2992,145.3287
400,Buenos Aires,Wheat,2.56,0.0176,2016-05-15,14.0375,0.1824,145.4545
404,Greater Buenos Aires,Rice (white),16.32,0.1122,2016-05-15,14.0375,1.1626,145.4545
414,Greater Buenos Aires,Wheat flour,9.19,0.0632,2016-06-15,13.7385,0.6689,145.4114
416,Greater Buenos Aires,Sugar,12.51,0.086,2016-06-15,13.7385,0.9106,145.4651
415,Greater Buenos Aires,Milk,16.07,0.1105,2016-06-15,13.7385,1.1697,145.4299
413,Greater Buenos Aires,Rice (white),16.6,0.1142,2016-06-15,13.7385,1.2083,145.359
417,Rosario,Maize (yellow),2.68,0.0184,2016-06-15,13.7385,0.1951,145.6522
411,Greater Buenos Aires,Bread,32.56,0.2239,2016-06-15,13.7385,2.37,145.4221
409,Buenos Aires,Wheat,2.69,0.0185,2016-06-15,13.7385,0.1958,145.4054
412,Greater Buenos Aires,Potatoes,11.06,0.0761,2016-06-15,13.7385,0.805,145.3351
410,Buenos Aires,Wheat flour,5.0,0.0344,2016-06-15,13.7385,0.3639,145.3488
418,Buenos Aires,Wheat,2.63,0.0181,2016-07-15,14.932,0.1761,145.3039
419,Buenos Aires,Wheat flour,5.08,0.0349,2016-07-15,14.932,0.3402,145.5587
420,Greater Buenos Aires,Bread,33.07,0.2274,2016-07-15,14.932,2.2147,145.4266
421,Greater Buenos Aires,Potatoes,11.91,0.0819,2016-07-15,14.932,0.7976,145.4212
423,Greater Buenos Aires,Wheat flour,9.48,0.0652,2016-07-15,14.932,0.6349,145.3988
424,Greater Buenos Aires,Milk,16.53,0.1137,2016-07-15,14.932,1.107,145.3826
425,Greater Buenos Aires,Sugar,12.76,0.0877,2016-07-15,14.932,0.8545,145.496
426,Rosario,Maize (yellow),2.68,0.0185,2016-07-15,14.932,0.1795,144.8649
422,Greater Buenos Aires,Rice (white),16.81,0.1156,2016-07-15,14.932,1.1258,145.4152
435,Rosario,Maize (yellow),2.41,0.0166,2016-08-15,14.669,0.1643,145.1807
432,Greater Buenos Aires,Wheat flour,10.14,0.0697,2016-08-15,14.669,0.6913,145.4806
434,Greater Buenos Aires,Sugar,13.49,0.0928,2016-08-15,14.669,0.9196,145.3664
433,Greater Buenos Aires,Milk,16.84,0.1158,2016-08-15,14.669,1.148,145.4231
431,Greater Buenos Aires,Rice (white),17.24,0.1186,2016-08-15,14.669,1.1753,145.3626
429,Greater Buenos Aires,Bread,33.96,0.2335,2016-08-15,14.669,2.3151,145.439
428,Buenos Aires,Wheat flour,5.5,0.0378,2016-08-15,14.669,0.3749,145.5026
427,Buenos Aires,Wheat,2.43,0.0167,2016-08-15,14.669,0.1657,145.509
430,Greater Buenos Aires,Potatoes,11.67,0.0803,2016-08-15,14.669,0.7956,145.33
443,Greater Buenos Aires,Sugar,14.9,0.1025,2016-09-15,15.0605,0.9893,145.3659
442,Greater Buenos Aires,Milk,17.03,0.1171,2016-09-15,15.0605,1.1308,145.4313
441,Greater Buenos Aires,Wheat flour,10.47,0.072,2016-09-15,15.0605,0.6952,145.4167
440,Greater Buenos Aires,Rice (white),18.18,0.125,2016-09-15,15.0605,1.2071,145.44
438,Greater Buenos Aires,Bread,34.29,0.2358,2016-09-15,15.0605,2.2768,145.4198
437,Buenos Aires,Wheat flour,5.5,0.0378,2016-09-15,15.0605,0.3652,145.5026
436,Buenos Aires,Wheat,2.2,0.0151,2016-09-15,15.0605,0.1461,145.6954
439,Greater Buenos Aires,Potatoes,11.95,0.0822,2016-09-15,15.0605,0.7935,145.3771
444,Rosario,Maize (yellow),2.43,0.0167,2016-09-15,15.0605,0.1613,145.509
449,Greater Buenos Aires,Rice (white),18.49,0.1271,2016-10-15,15.0605,1.2277,145.476
452,Greater Buenos Aires,Sugar,15.7,0.108,2016-10-15,15.0605,1.0425,145.3704
451,Greater Buenos Aires,Milk,17.55,0.1207,2016-10-15,15.0605,1.1653,145.4018
450,Greater Buenos Aires,Wheat flour,10.42,0.0717,2016-10-15,15.0605,0.6919,145.3278
448,Greater Buenos Aires,Potatoes,12.55,0.0863,2016-10-15,15.0605,0.8333,145.4229
446,Buenos Aires,Wheat flour,5.5,0.0378,2016-10-15,15.0605,0.3652,145.5026
445,Buenos Aires,Wheat,2.23,0.0154,2016-10-15,15.0605,0.1481,144.8052
447,Greater Buenos Aires,Bread,33.94,0.2334,2016-10-15,15.0605,2.2536,145.4156
460,Greater Buenos Aires,Sugar,16.29,0.112,2016-11-15,15.485,1.052,145.4464
459,Greater Buenos Aires,Milk,17.92,0.1232,2016-11-15,15.485,1.1572,145.4545
458,Greater Buenos Aires,Wheat flour,10.39,0.0714,2016-11-15,15.485,0.671,145.5182
457,Greater Buenos Aires,Rice (white),18.94,0.1302,2016-11-15,15.485,1.2231,145.4685
461,Rosario,Maize (yellow),2.59,0.0178,2016-11-15,15.485,0.1673,145.5056
455,Greater Buenos Aires,Bread,33.96,0.2335,2016-11-15,15.485,2.1931,145.439
454,Buenos Aires,Wheat flour,5.98,0.0411,2016-11-15,15.485,0.3862,145.4988
453,Buenos Aires,Wheat,2.24,0.0154,2016-11-15,15.485,0.1447,145.4545
456,Greater Buenos Aires,Potatoes,11.78,0.081,2016-11-15,15.485,0.7607,145.4321
462,Buenos Aires,Wheat,2.29,0.0158,2016-12-15,15.9575,0.1435,144.9367
463,Buenos Aires,Wheat flour,6.0,0.0413,2016-12-15,15.9575,0.376,145.2785
464,Greater Buenos Aires,Bread,34.28,0.2357,2016-12-15,15.9575,2.1482,145.4391
465,Greater Buenos Aires,Potatoes,11.59,0.0797,2016-12-15,15.9575,0.7263,145.4203
466,Greater Buenos Aires,Rice (white),19.46,0.1338,2016-12-15,15.9575,1.2195,145.441
467,Greater Buenos Aires,Wheat flour,10.36,0.0712,2016-12-15,15.9575,0.6492,145.5056
468,Greater Buenos Aires,Milk,18.05,0.1241,2016-12-15,15.9575,1.1311,145.4472
469,Greater Buenos Aires,Sugar,16.7,0.1148,2016-12-15,15.9575,1.0465,145.4704
479,Rosario,Maize (yellow),2.68,0.0185,2017-01-15,15.9575,0.1679,144.8649
478,Greater Buenos Aires,Sugar,17.23,0.1185,2017-01-15,15.9575,1.0797,145.4008
477,Greater Buenos Aires,Milk,18.6,0.1279,2017-01-15,15.9575,1.1656,145.4261
475,Greater Buenos Aires,Wheat flour,10.53,0.0724,2017-01-15,15.9575,0.6599,145.442
476,Greater Buenos Aires,Meat (beef),63.07,0.4337,2017-01-15,15.9575,3.9524,145.4231
473,Greater Buenos Aires,Potatoes,12.45,0.0856,2017-01-15,15.9575,0.7802,145.4439
472,Greater Buenos Aires,Bread,34.83,0.2395,2017-01-15,15.9575,2.1827,145.428
471,Buenos Aires,Wheat flour,6.0,0.0413,2017-01-15,15.9575,0.376,145.2785
470,Buenos Aires,Wheat,2.6,0.0179,2017-01-15,15.9575,0.1629,145.2514
474,Greater Buenos Aires,Rice (white),19.5,0.1341,2017-01-15,15.9575,1.222,145.4139
488,Greater Buenos Aires,Sugar,17.64,0.1213,2017-02-15,15.367,1.1479,145.4246
487,Greater Buenos Aires,Milk,18.86,0.1297,2017-02-15,15.367,1.2273,145.4125
486,Greater Buenos Aires,Meat (beef),62.91,0.4326,2017-02-15,15.367,4.0938,145.423
485,Greater Buenos Aires,Wheat flour,10.49,0.0721,2017-02-15,15.367,0.6826,145.4924
489,Rosario,Maize (yellow),2.47,0.017,2017-02-15,15.367,0.1607,145.2941
